complaint_id,complaint_text,domain,category,route,severity,recurrence,innovation_required,innovation_area,affected_population,government_level,department,problem_type,solution_type
SS01937,प्रशासन से तुरंत defective solar microgrids & streetlight batteries के लिए सहायता भेजी जाए तथा भविष्य के लिए आधुनिक डिजिटल मॉडल विकसित किया जाए।,Electricity & Power Supply,Defective Solar Microgrids & Streetlight Batteries,Hybrid,High,Recurring,Yes,Smart Civic Infrastructure & Sensor Analytics,3500,District Level (DC Office),Electricity Department,Service Delivery,Govt Action + University R&D
SS01938,urgent govt inspection today for defective solar microgrids & streetlight batteries n smart AI tech for future plzz,Electricity & Power Supply,Defective Solar Microgrids & Streetlight Batteries,Hybrid,High,Recurring,Yes,Smart Civic Infrastructure & Sensor Analytics,150,State Department,Electricity Department,Service Delivery,Govt Action + University R&D
SS01939,"Missing Mobile Towers & Dead Network Zones in our village area is completely non-functional, urgent government action required.",Internet & Digital Connectivity,Missing Mobile Towers & Dead Network Zones,Government,High,Persistent,No,None,150,Panchayat Level,Internet Department,Service Delivery,Repair / Staff Posting
SS01940,"Pichle 15 din se missing mobile towers & dead network zones ka dikkat ho raha hai, authority field team ko bheje.",Internet & Digital Connectivity,Missing Mobile Towers & Dead Network Zones,Government,High,Occasional,No,None,3500,State Department,Internet Department,Service Delivery,Repair / Staff Posting
SS01941,हमारे पंचायत में missing mobile towers & dead network zones से संबंधित समस्या पर कई हफ्तों से कोई संज्ञान नहीं लिया गया।,Internet & Digital Connectivity,Missing Mobile Towers & Dead Network Zones,Government,Medium,Persistent,No,None,150,Panchayat Level,Internet Department,Service Delivery,Repair / Staff Posting
SS01942,missing mobile towers & dead network zones issue in ward 3 officer not picking up calls,Internet & Digital Connectivity,Missing Mobile Towers & Dead Network Zones,Government,Low,Occasional,No,None,150,District Level (DC Office),Internet Department,Service Delivery,Repair / Staff Posting
SS01943,gaov me missing mobile towers & dead network zones kharab h 2 mahine se koi sunne wala nahi h,Internet & Digital Connectivity,Missing Mobile Towers & Dead Network Zones,Government,Medium,Occasional,No,None,8500,Block Level (BDO),Internet Department,Service Delivery,Repair / Staff Posting
SS01944,Block level grievance filed for missing mobile towers & dead network zones last month but service is pending.,Internet & Digital Connectivity,Missing Mobile Towers & Dead Network Zones,Government,Low,One-time,No,None,3500,District Level (DC Office),Internet Department,Service Delivery,Repair / Staff Posting
SS01945,Urgent maintenance team required for missing mobile towers & dead network zones near village center.,Internet & Digital Connectivity,Missing Mobile Towers & Dead Network Zones,Government,High,One-time,No,None,1200,Panchayat Level,Internet Department,Service Delivery,Repair / Staff Posting
SS01946,Public facility for missing mobile towers & dead network zones has been completely unmaintained for 3 months.,Internet & Digital Connectivity,Missing Mobile Towers & Dead Network Zones,Government,Low,Persistent,No,None,450,State Department,Internet Department,Service Delivery,Repair / Staff Posting
SS01947,Gaon me missing mobile towers & dead network zones work left incomplete by local contractor.,Internet & Digital Connectivity,Missing Mobile Towers & Dead Network Zones,Government,Medium,Occasional,No,None,1200,State Department,Internet Department,Service Delivery,Repair / Staff Posting
SS01948,"ग्राम पंचायत में missing mobile towers & dead network zones की स्थिति अत्यंत खराब है, अधिकारी संज्ञान लें।",Internet & Digital Connectivity,Missing Mobile Towers & Dead Network Zones,Government,Medium,Persistent,No,None,1200,State Department,Internet Department,Service Delivery,Repair / Staff Posting
SS01949,We need an automated digital technology system for missing mobile towers & dead network zones (smart civic infrastructure & sensor analytics) to monitor continuously.,Internet & Digital Connectivity,Missing Mobile Towers & Dead Network Zones,Innovation,Medium,Recurring,Yes,Smart Civic Infrastructure & Sensor Analytics,150,Panchayat Level,Internet Department,Service Delivery,University R&D
SS01950,Is missing mobile towers & dead network zones problem ko permanently solve karne ke liye low-cost IoT sensor prototype R&D chahiye.,Internet & Digital Connectivity,Missing Mobile Towers & Dead Network Zones,Innovation,Medium,Occasional,Yes,Smart Civic Infrastructure & Sensor Analytics,450,Panchayat Level,Internet Department,Service Delivery,University R&D
SS01951,नवीनतम तकनीक और एआई मॉडल के माध्यम से missing mobile towers & dead network zones का स्वचालित समाधान किया जाना चाहिए।,Internet & Digital Connectivity,Missing Mobile Towers & Dead Network Zones,Innovation,High,Recurring,Yes,Smart Civic Infrastructure & Sensor Analytics,1200,District Level (DC Office),Internet Department,Service Delivery,University R&D
SS01952,need AI and IoT smart technology solution for missing mobile towers & dead network zones,Internet & Digital Connectivity,Missing Mobile Towers & Dead Network Zones,Innovation,Low,One-time,Yes,Smart Civic Infrastructure & Sensor Analytics,1200,District Level (DC Office),Internet Department,Service Delivery,University R&D
SS01953,Developing an offline smart system for missing mobile towers & dead network zones will eliminate manual delays.,Internet & Digital Connectivity,Missing Mobile Towers & Dead Network Zones,Innovation,Medium,Occasional,Yes,Smart Civic Infrastructure & Sensor Analytics,150,Panchayat Level,Internet Department,Service Delivery,University R&D
SS01954,University student startup project required for missing mobile towers & dead network zones technological innovation.,Internet & Digital Connectivity,Missing Mobile Towers & Dead Network Zones,Innovation,Low,Occasional,Yes,Smart Civic Infrastructure & Sensor Analytics,450,State Department,Internet Department,Service Delivery,University R&D
SS01955,Abhi तुरंत department emergency team bheje for missing mobile towers & dead network zones aur future ke liye early warning technology setup karein.,Internet & Digital Connectivity,Missing Mobile Towers & Dead Network Zones,Hybrid,High,Recurring,Yes,Smart Civic Infrastructure & Sensor Analytics,450,State Department,Internet Department,Service Delivery,Govt Action + University R&D
SS01956,Har monsoon/season missing mobile towers & dead network zones me ye issue hota hai. Immediate repair along with long-term technological innovation.,Internet & Digital Connectivity,Missing Mobile Towers & Dead Network Zones,Hybrid,High,Persistent,Yes,Smart Civic Infrastructure & Sensor Analytics,150,District Level (DC Office),Internet Department,Service Delivery,Govt Action + University R&D
SS01957,प्रशासन से तुरंत missing mobile towers & dead network zones के लिए सहायता भेजी जाए तथा भविष्य के लिए आधुनिक डिजिटल मॉडल विकसित किया जाए।,Internet & Digital Connectivity,Missing Mobile Towers & Dead Network Zones,Hybrid,High,Recurring,Yes,Smart Civic Infrastructure & Sensor Analytics,8500,Block Level (BDO),Internet Department,Service Delivery,Govt Action + University R&D
SS01958,urgent govt inspection today for missing mobile towers & dead network zones n smart AI tech for future plzz,Internet & Digital Connectivity,Missing Mobile Towers & Dead Network Zones,Hybrid,High,Recurring,Yes,Smart Civic Infrastructure & Sensor Analytics,450,Panchayat Level,Internet Department,Service Delivery,Govt Action + University R&D
SS01959,"4G/5G Broadband Unavailability in Tribal Belts in our village area is completely non-functional, urgent government action required.",Internet & Digital Connectivity,4G/5G Broadband Unavailability in Tribal Belts,Government,High,Persistent,No,None,3500,Block Level (BDO),Internet Department,Service Delivery,Repair / Staff Posting
SS01960,"Pichle 15 din se 4g/5g broadband unavailability in tribal belts ka dikkat ho raha hai, authority field team ko bheje.",Internet & Digital Connectivity,4G/5G Broadband Unavailability in Tribal Belts,Government,High,Occasional,No,None,3500,Block Level (BDO),Internet Department,Service Delivery,Repair / Staff Posting
SS01961,हमारे पंचायत में 4g/5g broadband unavailability in tribal belts से संबंधित समस्या पर कई हफ्तों से कोई संज्ञान नहीं लिया गया।,Internet & Digital Connectivity,4G/5G Broadband Unavailability in Tribal Belts,Government,Medium,Persistent,No,None,1200,Panchayat Level,Internet Department,Service Delivery,Repair / Staff Posting
