complaint_id,complaint_text,domain,category,route,severity,recurrence,innovation_required,innovation_area
SS00778,Abhi तुरंत department emergency team bheje aur future ke liye offline sync digital educational hubs ka early warning technology setup karein.,Education & Digital Access,Digital Learning Access,Hybrid,High,Recurring,Yes,Offline Sync Digital Educational Hubs
SS00779,Har monsoon/season ye issue hota hai. Immediate repair along with long-term implementation of offline sync digital educational hubs.,Education & Digital Access,Digital Learning Access,Hybrid,High,Persistent,Yes,Offline Sync Digital Educational Hubs
SS00780,प्रशासन से तुरंत सहायता भेजी जाए तथा भविष्य के लिए offline sync digital educational hubs का आधुनिक डिजिटल मॉडल भी विकसित किया जाए।,Education & Digital Access,Digital Learning Access,Hybrid,High,Recurring,Yes,Offline Sync Digital Educational Hubs
SS00781,urgent govt inspection today n smart AI tech for offline sync digital educational hubs for future plzz,Education & Digital Access,Digital Learning Access,Hybrid,High,Recurring,Yes,Offline Sync Digital Educational Hubs
SS00782,"Immediate administrative intervention needed now, accompanied by a university research solution for offline sync digital educational hubs.",Education & Digital Access,Digital Learning Access,Hybrid,Medium,Occasional,Yes,Offline Sync Digital Educational Hubs
SS00783,The administrative service for electricity & internet in schools is currently non-functional in our block.,Education & Digital Access,Electricity & Internet in Schools,Government,Medium,Persistent,No,None
SS00784,"Pichle 10 din se electricity & internet in schools ka problem hai, kripya departmental staff ko inspection ke liye bheje.",Education & Digital Access,Electricity & Internet in Schools,Government,High,Occasional,No,None
SS00785,हमारे पंचायत में electricity & internet in schools से संबंधित शिकायत पर कई हफ्तों से कोई कार्रवाई नहीं हुई है।,Education & Digital Access,Electricity & Internet in Schools,Government,Medium,Persistent,No,None
SS00786,"electricity & internet in schools issue in ward 5, officer not taking call",Education & Digital Access,Electricity & Internet in Schools,Government,Low,Occasional,No,None
SS00787,electricity & internet in schools is broken n not wrking properly plzz resolve,Education & Digital Access,Electricity & Internet in Schools,Government,Medium,Occasional,No,None
SS00788,Block level grievance filed for electricity & internet in schools last month but service is still pending.,Education & Digital Access,Electricity & Internet in Schools,Government,Low,One-time,No,None
SS00789,Urgent maintenance team required for electricity & internet in schools near community market place.,Education & Digital Access,Electricity & Internet in Schools,Government,High,One-time,No,None
SS00790,We need an automated digital technology system for low-power long-range rural mesh internet to monitor this issue continuously.,Education & Digital Access,Electricity & Internet in Schools,Innovation,Medium,Recurring,Yes,Low-Power Long-Range Rural Mesh Internet
SS00791,Is problem ko permanently solve karne ke liye low-power long-range rural mesh internet ka low-cost sensor prototype chahiye.,Education & Digital Access,Electricity & Internet in Schools,Innovation,Medium,Occasional,Yes,Low-Power Long-Range Rural Mesh Internet
SS00792,नवीनतम तकनीक और low-power long-range rural mesh internet के माध्यम से इस समस्या का स्वचालित समाधान किया जाना चाहिए।,Education & Digital Access,Electricity & Internet in Schools,Innovation,High,Recurring,Yes,Low-Power Long-Range Rural Mesh Internet
SS00793,need AI and IoT smart solution for low-power long-range rural mesh internet,Education & Digital Access,Electricity & Internet in Schools,Innovation,Low,One-time,Yes,Low-Power Long-Range Rural Mesh Internet
SS00794,Developing an offline smart system for low-power long-range rural mesh internet will eliminate manual delays.,Education & Digital Access,Electricity & Internet in Schools,Innovation,Medium,Occasional,Yes,Low-Power Long-Range Rural Mesh Internet
SS00795,Abhi तुरंत department emergency team bheje aur future ke liye low-power long-range rural mesh internet ka early warning technology setup karein.,Education & Digital Access,Electricity & Internet in Schools,Hybrid,High,Recurring,Yes,Low-Power Long-Range Rural Mesh Internet
SS00796,Har monsoon/season ye issue hota hai. Immediate repair along with long-term implementation of low-power long-range rural mesh internet.,Education & Digital Access,Electricity & Internet in Schools,Hybrid,High,Persistent,Yes,Low-Power Long-Range Rural Mesh Internet
SS00797,प्रशासन से तुरंत सहायता भेजी जाए तथा भविष्य के लिए low-power long-range rural mesh internet का आधुनिक डिजिटल मॉडल भी विकसित किया जाए।,Education & Digital Access,Electricity & Internet in Schools,Hybrid,High,Recurring,Yes,Low-Power Long-Range Rural Mesh Internet
SS00798,urgent govt inspection today n smart AI tech for low-power long-range rural mesh internet for future plzz,Education & Digital Access,Electricity & Internet in Schools,Hybrid,High,Recurring,Yes,Low-Power Long-Range Rural Mesh Internet
SS00799,"Immediate administrative intervention needed now, accompanied by a university research solution for low-power long-range rural mesh internet.",Education & Digital Access,Electricity & Internet in Schools,Hybrid,Medium,Occasional,Yes,Low-Power Long-Range Rural Mesh Internet
SS00800,The administrative service for skill development is currently non-functional in our block.,Education & Digital Access,Skill Development,Government,Medium,Persistent,No,None
SS00801,"Pichle 10 din se skill development ka problem hai, kripya departmental staff ko inspection ke liye bheje.",Education & Digital Access,Skill Development,Government,High,Occasional,No,None
SS00802,हमारे पंचायत में skill development से संबंधित शिकायत पर कई हफ्तों से कोई कार्रवाई नहीं हुई है।,Education & Digital Access,Skill Development,Government,Medium,Persistent,No,None
SS00803,"skill development issue in ward 5, officer not taking call",Education & Digital Access,Skill Development,Government,Low,Occasional,No,None
SS00804,skill development is broken n not wrking properly plzz resolve,Education & Digital Access,Skill Development,Government,Medium,Occasional,No,None
SS00805,Block level grievance filed for skill development last month but service is still pending.,Education & Digital Access,Skill Development,Government,Low,One-time,No,None
SS00806,Urgent maintenance team required for skill development near community market place.,Education & Digital Access,Skill Development,Government,High,One-time,No,None
SS00807,We need an automated digital technology system for ar/vr vocational & technical trade simulator to monitor this issue continuously.,Education & Digital Access,Skill Development,Innovation,Medium,Recurring,Yes,AR/VR Vocational & Technical Trade Simulator
SS00808,Is problem ko permanently solve karne ke liye ar/vr vocational & technical trade simulator ka low-cost sensor prototype chahiye.,Education & Digital Access,Skill Development,Innovation,Medium,Occasional,Yes,AR/VR Vocational & Technical Trade Simulator
