complaint_id,complaint_text,domain,category,route,severity,recurrence,innovation_required,innovation_area,affected_population,government_level,department,problem_type,solution_type
SS02522,Developing an offline smart system for lack of social security portability for migrants will eliminate manual delays.,Migration & Migrant Welfare,Lack of Social Security Portability for Migrants,Innovation,Medium,Occasional,Yes,Smart Civic Infrastructure & Sensor Analytics,8500,State Department,Migration Department,Service Delivery,University R&D
SS02523,University student startup project required for lack of social security portability for migrants technological innovation.,Migration & Migrant Welfare,Lack of Social Security Portability for Migrants,Innovation,Low,Occasional,Yes,Smart Civic Infrastructure & Sensor Analytics,150,District Level (DC Office),Migration Department,Service Delivery,University R&D
SS02524,Abhi तुरंत department emergency team bheje for lack of social security portability for migrants aur future ke liye early warning technology setup karein.,Migration & Migrant Welfare,Lack of Social Security Portability for Migrants,Hybrid,High,Recurring,Yes,Smart Civic Infrastructure & Sensor Analytics,3500,State Department,Migration Department,Service Delivery,Govt Action + University R&D
SS02525,Har monsoon/season lack of social security portability for migrants me ye issue hota hai. Immediate repair along with long-term technological innovation.,Migration & Migrant Welfare,Lack of Social Security Portability for Migrants,Hybrid,High,Persistent,Yes,Smart Civic Infrastructure & Sensor Analytics,150,Block Level (BDO),Migration Department,Service Delivery,Govt Action + University R&D
SS02526,प्रशासन से तुरंत lack of social security portability for migrants के लिए सहायता भेजी जाए तथा भविष्य के लिए आधुनिक डिजिटल मॉडल विकसित किया जाए।,Migration & Migrant Welfare,Lack of Social Security Portability for Migrants,Hybrid,High,Recurring,Yes,Smart Civic Infrastructure & Sensor Analytics,450,State Department,Migration Department,Service Delivery,Govt Action + University R&D
SS02527,urgent govt inspection today for lack of social security portability for migrants n smart AI tech for future plzz,Migration & Migrant Welfare,Lack of Social Security Portability for Migrants,Hybrid,High,Recurring,Yes,Smart Civic Infrastructure & Sensor Analytics,8500,District Level (DC Office),Migration Department,Service Delivery,Govt Action + University R&D
SS02528,"Disruption of Migrant Children Education & Health in our village area is completely non-functional, urgent government action required.",Migration & Migrant Welfare,Disruption of Migrant Children Education & Health,Government,High,Persistent,No,None,450,State Department,Migration Department,Service Delivery,Repair / Staff Posting
SS02529,"Pichle 15 din se disruption of migrant children education & health ka dikkat ho raha hai, authority field team ko bheje.",Migration & Migrant Welfare,Disruption of Migrant Children Education & Health,Government,High,Occasional,No,None,1200,District Level (DC Office),Migration Department,Service Delivery,Repair / Staff Posting
SS02530,हमारे पंचायत में disruption of migrant children education & health से संबंधित समस्या पर कई हफ्तों से कोई संज्ञान नहीं लिया गया।,Migration & Migrant Welfare,Disruption of Migrant Children Education & Health,Government,Medium,Persistent,No,None,8500,District Level (DC Office),Migration Department,Service Delivery,Repair / Staff Posting
SS02531,disruption of migrant children education & health issue in ward 3 officer not picking up calls,Migration & Migrant Welfare,Disruption of Migrant Children Education & Health,Government,Low,Occasional,No,None,1200,State Department,Migration Department,Service Delivery,Repair / Staff Posting
SS02532,gaov me disruption of migrant children education & health kharab h 2 mahine se koi sunne wala nahi h,Migration & Migrant Welfare,Disruption of Migrant Children Education & Health,Government,Medium,Occasional,No,None,3500,District Level (DC Office),Migration Department,Service Delivery,Repair / Staff Posting
SS02533,Block level grievance filed for disruption of migrant children education & health last month but service is pending.,Migration & Migrant Welfare,Disruption of Migrant Children Education & Health,Government,Low,One-time,No,None,8500,Block Level (BDO),Migration Department,Service Delivery,Repair / Staff Posting
SS02534,Urgent maintenance team required for disruption of migrant children education & health near village center.,Migration & Migrant Welfare,Disruption of Migrant Children Education & Health,Government,High,One-time,No,None,8500,Block Level (BDO),Migration Department,Service Delivery,Repair / Staff Posting
SS02535,Public facility for disruption of migrant children education & health has been completely unmaintained for 3 months.,Migration & Migrant Welfare,Disruption of Migrant Children Education & Health,Government,Low,Persistent,No,None,3500,District Level (DC Office),Migration Department,Service Delivery,Repair / Staff Posting
SS02536,Gaon me disruption of migrant children education & health work left incomplete by local contractor.,Migration & Migrant Welfare,Disruption of Migrant Children Education & Health,Government,Medium,Occasional,No,None,1200,State Department,Migration Department,Service Delivery,Repair / Staff Posting
SS02537,"ग्राम पंचायत में disruption of migrant children education & health की स्थिति अत्यंत खराब है, अधिकारी संज्ञान लें।",Migration & Migrant Welfare,Disruption of Migrant Children Education & Health,Government,Medium,Persistent,No,None,3500,State Department,Migration Department,Service Delivery,Repair / Staff Posting
SS02538,We need an automated digital technology system for disruption of migrant children education & health (smart civic infrastructure & sensor analytics) to monitor continuously.,Migration & Migrant Welfare,Disruption of Migrant Children Education & Health,Innovation,Medium,Recurring,Yes,Smart Civic Infrastructure & Sensor Analytics,150,Panchayat Level,Migration Department,Service Delivery,University R&D
SS02539,Is disruption of migrant children education & health problem ko permanently solve karne ke liye low-cost IoT sensor prototype R&D chahiye.,Migration & Migrant Welfare,Disruption of Migrant Children Education & Health,Innovation,Medium,Occasional,Yes,Smart Civic Infrastructure & Sensor Analytics,1200,Panchayat Level,Migration Department,Service Delivery,University R&D
SS02540,नवीनतम तकनीक और एआई मॉडल के माध्यम से disruption of migrant children education & health का स्वचालित समाधान किया जाना चाहिए।,Migration & Migrant Welfare,Disruption of Migrant Children Education & Health,Innovation,High,Recurring,Yes,Smart Civic Infrastructure & Sensor Analytics,8500,Block Level (BDO),Migration Department,Service Delivery,University R&D
SS02541,need AI and IoT smart technology solution for disruption of migrant children education & health,Migration & Migrant Welfare,Disruption of Migrant Children Education & Health,Innovation,Low,One-time,Yes,Smart Civic Infrastructure & Sensor Analytics,1200,Panchayat Level,Migration Department,Service Delivery,University R&D
SS02542,Developing an offline smart system for disruption of migrant children education & health will eliminate manual delays.,Migration & Migrant Welfare,Disruption of Migrant Children Education & Health,Innovation,Medium,Occasional,Yes,Smart Civic Infrastructure & Sensor Analytics,1200,Block Level (BDO),Migration Department,Service Delivery,University R&D
SS02543,University student startup project required for disruption of migrant children education & health technological innovation.,Migration & Migrant Welfare,Disruption of Migrant Children Education & Health,Innovation,Low,Occasional,Yes,Smart Civic Infrastructure & Sensor Analytics,450,District Level (DC Office),Migration Department,Service Delivery,University R&D
SS02544,Abhi तुरंत department emergency team bheje for disruption of migrant children education & health aur future ke liye early warning technology setup karein.,Migration & Migrant Welfare,Disruption of Migrant Children Education & Health,Hybrid,High,Recurring,Yes,Smart Civic Infrastructure & Sensor Analytics,150,District Level (DC Office),Migration Department,Service Delivery,Govt Action + University R&D
SS02545,Har monsoon/season disruption of migrant children education & health me ye issue hota hai. Immediate repair along with long-term technological innovation.,Migration & Migrant Welfare,Disruption of Migrant Children Education & Health,Hybrid,High,Persistent,Yes,Smart Civic Infrastructure & Sensor Analytics,8500,Block Level (BDO),Migration Department,Service Delivery,Govt Action + University R&D
